C6-012
Cll 114 Con Cra 49c
"Más horarios: 15:45, 16:00"
"Carrera 50a, 1171"
"Calle 114, 49c1"
Cll 109 Con 50 B
"Estación Acevedo (Cr 52 - Cl 108, Medellín)"
Cra 49 B Con Cll 106
Cra 49 Con Cll 105b
Cra 49 B Con Cll 103b
Cra 49 B Con Cll 98a
"Estación Parque De Aranjuez (Cr 49a - Cl 92, Medellín)"
"Parque De Aranjuez (Cr 48 - Cl 93, Medellín)"
"Biblioteca Santa Cruz (Cr 47b - Cl 98a, Medellín)"
"Iglesia Nuestra Señora De La Asunción (Cr 49 - Cl 98a, Medellín)"
Cll 103 Con Cra 49b
Cra 49 B Con Cll 105a
Cra 49 B Con Cll 106
Cra 49 A Con Cll 107
Cra 49 B Con Cll 108
Cll 114 Con Cra 49c
