RUTA C6-019A
"Calle 85b, 3448, I.E República Barbados"
"Carrera 36, 84a1"
"Carrera 32, 80-13, U.V.A De La Armonía"
"Carrera 32, 801"
"Carrera 36c, 79b9"
"Carrera 40, 781"
"Calle 78, 4184, El Pomar"
"Carrera 43, 761, Casa Gardeliana"
"Carrera 45, 72-114, Estación Gardel"
"Carrera 43, 762, Casa Gardeliana"
"Calle 78, 4183, El Pomar"
"Carrera 40, 782"
"Carrera 36c, 79b10"
"Carrera 32, 802"
"Carrera 32, 80-13, Barrio El Jardín"
"Carrera 36, 842"
"Calle 85b, 3448, I.E República Barbados"
