RUTA C6-002A
"Estación Hospital (Cr 51 - Cl 67, Medellín)"
"Br. Manrique Central (Cl 68 - Cr 48, Medellín)"
"Iglesia Jesús De Las Misericordias (Cr 47 - Cl 67, Medellín)"
"Br. Prado (Cr 48 - Cl 65f, Medellín)"
"Br. Prado (Cl 63a - Cr 47, Medellín)"
"Br. Prado (Cr 47 - Cl 65f, Medellín)"
"Br. La Mansión (Cr 45c - Cl 65, Medellín)"
"Br. La Mansión (Cl 65 - Cr 43, Medellín)"
"Iglesia San Miguel Arcángel (Cr 41 - Cl 64, Medellín)"
"Br. Villa Hermosa (Cr 40 - Cl 65, Medellín)"
"Parque Villa Hermosa (Cl 66 - Cr 39a, Medellín)"
"Br. Villa Hermosa (Cr 37 - Cl 66, Medellín)"
"Br. Villa Hermosa (Cr 37 - Cl 66d, Medellín)"
"Quebrada El Ahorcado (Cr 36a - Cl 66g, Medellín)"
"Br. Manrique Oriental (Cl 68 - Cr 36a, Medellín)"
"Br. Gaitán (Cr 36 - Cl 70, Medellín)"
"Br. Gaitán (Cr 36 - Cl 71, Medellín)"
"Br. Raizal (Cl 71a - Cr 34, Medellín)"
"Br. Versalles (Cr 30 - Cl 71a, Medellín)"
"Iglesia San Sebastián (Cr 29 - Cl 71a, Medellín)"
"Br. Versalles (Cr 28 - Cl 69, Medellín)"
"Br. Versalles (Cl 68a - Cr 28, Medellín)"
"Br. Versalles (Cr 31a - Cl 68a, Medellín)"
"Br. Versalles (Cr 31a - Cl 70, Medellín)"
"Metrosalud Raizal (Cr 31a - Cl 71a, Medellín)"
"Colegio Olaya Herrera (Cr 32 - Cl 71a, Medellín)"
"Br. Raizal (Cl 71a - Cr 34, Medellín)"
"Br. Gaitán (Cr 36 - Cl 71, Medellín)"
"Br. Gaitán (Cr 37 - Cl 70, Medellín)"
"Br. Manrique Oriental (Cl 68 - Cr 36a, Medellín)"
"Quebrada El Ahorcado (Cr 36a - Cl 66g, Medellín)"
"Br. Villa Hermosa (Cr 37 - Cl 66d, Medellín)"
"Br. Villa Hermosa (Cr 37 - Cl 66, Medellín)"
"Parque Villa Hermosa (Cl 66 - Cr 39a, Medellín)"
"Br. Villa Hermosa (Cr 40 - Cl 65, Medellín)"
"Br. La Mansión (Cl 65 - Cr 42, Medellín)"
"Br. La Mansión (Cr 45c - Cl 65, Medellín)"
"Estación Palos Verdes (Cr 45 - Cl 66, Medellín)"
"Estación Hospital (Cr 51 - Cl 67, Medellín)"
