RUTA 508
"Calle 27, Estación Sabaneta Buses"
"Calle. 31 #50a-2 a 50a-44, Itagüí, Itagüi, Antioquia"
"Diagonal 43, 28-51"
"Calle. 31A #43-107 a 43-53, San Jose, Itagüí, Itagüi, Antioquia"
"Calle 37b, 42184"
"Itagüí-San Antonio de Prado #43-174 a 43-224, Germania, Itagüí, Itagüi, Antioquia"
"Calle 36, 50a106, Cervecería Unión"
"San Javier, Itagüí, Itagüi, Antioquia"
"Carrera 64, Colegio Alemán"
"Carrera 64 #34-413 a 34-277, Vegas Del Parque, Itagüí, Itagüi, Antioquia"
"Carrera 64, 29508"
"Carrera 64 #27a-2 a 27a-112, Itagüí, Itagüi, Antioquia"
"Carrera 64, 25, Ie Concejo Municipal De Itagüí"
"Carrera 64 #25b-2 a 25b-104, Itagüí, Itagüi, Antioquia"
"Carrera 62a, 25 B 72"
"Carrera. 63 #25b-17, Portal de Ditaires, Itagüí, Itagüi, Antioquia"
"Carrera 64, 25, Ie Concejo Municipal De Itagüí"
"Carrera 64 #27a-114 a 27a-182, Portal de Ditaires, Itagüí, Itagüi, Antioquia"
"Carrera 64, 29508"
"Carrera 64 #34-413 a 34-277, Vegas Del Parque, Itagüí, Itagüi, Antioquia"
"Carrera 64, Colegio Alemán"
"Carrera 64 #34c-100 a 34c-166, Itagüí, Itagüi, Antioquia"
"Calle 36, Estadio De Itagüí"
"Calle. 36 #53-115 a 53-1, Itagüí, Itagüi, Antioquia"
"Calle 36, 45-35"
"Calle. 31 # 43-90, San Jose, Itagüí, Itagüi, Antioquia"
"Autopista Sur, 29a1"
"Carrera. 50A #21-191 a 21-49, Itagüí, Itagüi, Antioquia"
"Calle 27, Estación Sabaneta Buses"
