RUTA C7-012
"Calle 50, 52, Copacabana Imusa"
"Cl. 56 #42- 201, Copacabana, Antioquia"
"Calle 52, 52, Copacabana"
"Cl. 52 #48-69, Copacabana, Antioquia"
"Carrera 48, Copacabana Tienda La Bomba"
"calle 56, Copacabana"
"Vía Niquía, Urb Villa Roca 2"
"Bello-Copacabana #5530, Copacabana, Antioquia"
"Autopista Norte, Ind Haceb"
"Bello-Copacabana #55-627 a 55-363, Copacabana, Antioquia"
"Autopista Norte, Sala De Ventas Haceb"
"Calle 59 & Carrera 63"
"Autopista Norte, Cementerio Jardines De Fé"
"Autopista Norte, 12183"
"a 12-94, Dg. 53 #12-52, Bello, Antioquia"
"Autopista Norte, 15a, Peaje Niquía"
"Bello-Copacabana #20-826 a 20-842, Bello, Antioquia"
"Autopista Norte, Batallón De Ingenieros"
"Bello-Copacabana #20-844 a 20-1222, Bello, Antioquia"
"Diagonal 51, Cc Puerta Del Norte"
"Diagonal 51, 3450"
"Niquía"
"Autopista Norte, 3279"
"Dg. 50A #32-200, Bello, Antioquia"
"Avenida 32, 49a, Subestación Bello"
"Bello-Copacabana #20-315 a 20-285, Bello, Antioquia"
"Autopista Norte, Planta De Tratamiento Bello"
"Bello-Copacabana #20-605 a 20-373, Bello, Antioquia"
"Autopista Norte, Terminal De Carga"
"Autopista Norte, 12216"
"bomba primax maderos, Dg. 52 #12-233, Bello, Antioquia"
"Carrera 61, 56, Electrocontrol"
"Cra. 58 #58-1 a 58-345, Copacabana, Antioquia"
"Carrera 56a, 56, Haceb"
"Bello-Copacabana #55-49 a 55-1"
"Carrera 42, 56, Entrada Copacabana"
"Cra. 48 #53-31 a 53-1"
"Calle 52, 52, Copacabana"
"Cl. 52 #5131, Copacabana, Antioquia"
"Calle 52, Copacabana Plaza De Mercado"
"Cl. 50 #53 - 06, Copacabana, Antioquia"
"Carrera 56, Copacabana Panadería San Juan"
"Calle 50, Copacabana Datona Motos"
"Calle 50, Copacabana Bomba Zeuss"
"Calle 50, Copacabana Polideportivo"
"Cl. 50 #78, Copacabana, Antioquia"
"Calle 50, Copacabana"
"Carrera 69 # 47-20"
"Carrera 69, 49, Copacabana"
"Calle 46 # 75-50"
"Vía Machado-Copacabana"
"Cl. 46 #72-46, Copacabana, Antioquia"
"Calle 46, Copacabana-Machado, Canteras"
"Cl. 46 #78-335, Copacabana, Antioquia"
"Carrera 81, Copacabana-Machado, Placa Deportiva Machado"
"Cl. 41 #8218 a 8240"
"Calle 41, Machado"
"Dg. 44 #30C-16, Machado, Copacabana, Bello, Antioquia"
"Diagonal 44, Machado"
"Dg. 44 #Av. 32-13, Los Ciruellos, Bello, Antioquia"
"Diagonal 44, Fontidueño"
"Dg. 44 #36A 17, Las Vegas, Bello, Antioquia"
"Carrera 45, 45a, Carcel"
"carrera 45"
"Carrera 45, 37124"
"Carrera 45 # 33-150"
"Carrera 45, Gabriela"
"Av. Regional Oriental, La Gabriela, Bello, Antioquia"
"Carrera 45, Estación Madera Buses"
"Av. Regional Oriental, La Gabriela, Bello, Antioquia"
"Carrera 45, Gabriela"
"Carrera 45 # 33-150"
"Carrera 45, 37124"
"carrera 45"
"Carrera 45, 45a, Carcel"
"Dg. 44 #36A 17, Las Vegas, Bello, Antioquia"
"Diagonal 44, Fontidueño"
"Dg. 44 #Av. 32-13, Los Ciruellos, Bello, Antioquia"
"Diagonal 44, Machado"
"Dg. 44 #30C-16, Machado, Copacabana, Bello, Antioquia"
"Calle 41, Machado"
"Cl. 41 #8218 a 8240"
"Carrera 82, Copacabana-Machado, Machado"
"Cl. 46 #78-335, Copacabana, Antioquia"
"Calle 46, Copacabana-Machado, Canteras"
"Cl. 46 #72-46, Copacabana, Antioquia"
"Vía Machado-Copacabana"
"Calle 46 # 75-50"
"Calle 50, Copacabana"
"Cl. 50 #78, Copacabana, Antioquia"
"Calle 50, Copacabana Polideportivo"
"Carrera 57, 42a, Copacabana"
"Cl. 50 #53 - 06, Copacabana, Antioquia"
"Calle 50, 52, Copacabana Imusa"
